date,no tickets sol,sell_amt,purchase_amt,Ratio,no tickets sol * Ratio,norm_ratio,norm_ratio_cum_sum,norm_ratio*1000,no tickets sol_cumsum,actual_cumsum_ratio
2022-03-29,1193,94.20145431684828,107.04738446772842,0.8799977204977596,1049.8372805538272,0.00715209382660943,0.4348421314724841,7.1520938266094305,60434,0.41093394077448747
2022-03-30,238,206.46,101.31252031092437,2.037852768506616,485.0089589045746,0.003304159268378945,0.43814629074086303,3.304159268378945,60672,0.4125522728045422
2022-03-31,805,177.2992795031056,111.10356874037267,1.5958018406899186,1284.6204817553844,0.008751571683805949,0.446897862424669,8.751571683805949,61477,0.41802604290619794
2022-04-01,554,153.0368953068592,111.23522352888087,1.3757952782566671,762.1905841541936,0.005192479513352114,0.4520903419380211,5.192479513352114,62031,0.421793084690443
2022-04-02,955,153.85568586387433,110.27162443455498,1.3952427621594168,1332.456837862243,0.009077460384404263,0.4611678023224254,9.077460384404263,62986,0.42828681195389795
2022-04-03,495,163.84339393939393,105.10385724242424,1.5588713700724202,771.641328185848,0.005256863403406012,0.4664246657258314,5.256863403406013,63481,0.4316526705878353
2022-04-04,559,141.2921466905188,114.0299701842576,1.2390790461683805,692.6451868081247,0.004718696369772448,0.47114336209560387,4.718696369772449,64040,0.43545371094414037
2022-04-05,362,80.0189779005525,113.05242357182321,0.7078041794452617,256.22511295918474,0.0017455524609022786,0.47288891455650617,1.7455524609022786,64402,0.43791520756128244
2022-04-06,173,238.58,108.3099113699422,2.2027531643443847,381.07629743157855,0.0025961103542539235,0.4754850249107601,2.5961103542539234,64575,0.4390915581545575
2022-04-09,118,73.225,101.4636158220339,0.7216872709172504,85.15909796823554,0.0005801526294979168,0.476065177540258,0.5801526294979168,64693,0.4398939244551729
2022-04-10,660,194.5067272727273,109.67858560909092,1.7734248321361032,1170.4603892098282,0.007973847641933948,0.48403902518219194,7.973847641933948,65353,0.4443817359670894
2022-04-11,162,74.84,105.67306996296297,0.7082220666649549,114.73197479972269,0.0007816200318652458,0.4848206452140572,0.7816200318652458,65515,0.44548328970183254
2022-04-12,1634,154.9464565483476,113.05960342778458,1.3704846987838388,2239.371997812793,0.015255886733789617,0.5000765319478468,15.255886733789618,67149,0.45659402305103186
2022-04-13,3956,104.3104550050556,105.14556821031346,0.9920575520255172,3924.579675812946,0.026736488207592717,0.5268130201554395,26.736488207592718,71105,0.4834936932648829
2022-04-14,5085,108.28205028121928,107.88850521337265,1.0036477015514147,5103.5485623889435,0.03476830061474647,0.561581320770186,34.76830061474647,76190,0.5180702410498759
